RepairOrderNo	CustID	Qty	Description	Material	Condition	Color	SizeWgt	Price
12299	"25207"	1	"Triple"	"Acrylic"		"Blue/white"	"9'7 x 3'3=31.14'"	0.0000
12301	"17694"	1	"Swing chair cover"	"Cotton"	"3-sided"	"Natural"	"~40'"	0.0000
12303	"18974"	1	"Lateral"	"Acrylic"		"Grey/White"	"14'6x9'8=140.22'"	0.0000
12303	"18974"	1	"Valance"	"Acrylic"		"Grey/White"	"14'6x9"""	0.0000
12304	"25221"	1	"Retractable cloth"	"Acrylic"		"Yellow/white"	"11'7x11'2"	0.0000
12302	"25216"	1	"F-3-2"	"Acrylic"		"Green/white striped"	"2'10x3'7"	0.0000
12302	"25216"	1	"F-2-1"	"Acrylic"		"Green/white stiped"	"3'1x4'4"	0.0000
12302	"25216"	1	"R-1-1"	"Acrylic"		"Green/white striped"	"3'2x4'2"	0.0000
12302	"25216"	1	"B-2-1 Hip"	"Acrylic"		"Green/white striped"	"3'7x3'9"	0.0000
12302	"25216"	1	"F-1-3"	"Acrylic"		"Green/white striped"	"4'2x4'2"	0.0000
12302	"25216"	1	"R-1-3"	"Acrylic"		"Green/white striped"	"2'10x4'2"	0.0000
12302	"25216"	1	"R-1-4"	"Acrylic"		"Green/white striped"	"5'11x4'2"	0.0000
12302	"25216"	1	"F-3-1"	"Acrylic"		"Green/white striped"	"2'10x3'7"	0.0000
12302	"25216"	1	"F-2-3"	"Acrylic"		"Green/white striped"	"2'2x4'4"	0.0000
12302	"25216"	1	"R-2-2"	"Acrylic"		"Green/white striped"	"6'7x4'5"	0.0000
12302	"25216"	1	"R-1-2"	"Acrylic"		"Green/white striped"	"6'8x4'3"	0.0000
12302	"25216"	1	"R-2-5"	"Acrylic"		"Green/white striped"	"5'3x3'8"	0.0000
12305	"25217"	4	"Singles"	"Acrylic"		"Alpine Beige Dk Green"	"3'0x3'9"	0.0000
12306	"14913"	1	"Top 11"	"Seamark"		"Navy"	"3'10x6'10=26.16'"	0.0000
12306	"14913"	1	"Top 10"	"Seamark"		"Navy"	"3'6x6'7=23.03'"	0.0000
12306	"14913"	1	"Top 9"	"Seamark"		"Navy"	"2'5x6'9=16.34'"	0.0000
12306	"14913"	1	"Window 1"	"A+V"		"Navy/Clear"	"2x3'8=7.34'"	0.0000
12306	"14913"	1	"Window 5"	"A+V"		"Navy/Clear"	"2x3'8=7.34'"	0.0000
12306	"14913"	1	"Side Curtain 6"	"A+V+Screen"		"Navy/Clear/Screen"	"3'6x4'3=14.88'"	0.0000
12306	"14913"	1	"Aft Curtain 8"	"A+V"		"Navy/Clear"	"4'6x6'10=30.74'"	0.0000
12189	"23100"	1	"Double-back"	"Acrylic"		"Blue Multi"		0.0000
12307	"1547"	1	"Singles"	"acrylic"	"2-NEW,3-FAIR"	"Grey/White"		0.0000
12308	"25204"	1	"Awning L3"	"Acrylic"		"Beige/Brown/Black/Grey/Multi"	"5'4x3'4"	0.0000
12308	"25204"	1	"Awning"	"Acrylic"		"Beige/Brown/Black/Grey/Multi"	"8x3'5=27.36'"	0.0000
12308	"25204"	1	"Awning L1"	"Acrylic"		"Beige/Brown/Black/Grey/Multi"	"4'8x3'5"	0.0000
12309	"879"	1	"Cover"	"Acrylic"		"Med Blue Tweed"	"14'7x8'1=116'"	0.0000
12310	"25176"	1	"Patio L-shape"	"Firesist?"		"Beige"	"~11x6'10+38'6x21'9=915'"	0.0000
12311	"7517"	2	"Windows 1/2"	"v(+a)"		"Black/Clear"	"2'11x1'5=4.15'/22.00"	0.0000
12311	"7517"	1	"Window 3"	"v(+a)"		"Black/Clear"	"2'6x2'6=6.25'"	0.0000
12311	"7517"	2	"Windows 4/5"	"v(+a)"		"Black/Clear"	"3'2x2'1=6.59'/22.00"	0.0000
12311	"7517"	1	"Cover 6"	"seamark"	"Good"	"Black"	"8x2'9=22'"	0.0000
12311	"7517"	1	"Top 7"	"seamark"	"Good"	"Black"	"9'2x3=27.51'"	0.0000
12311	"7517"	1	"Curtain-3PC 8/9/10"	"acrylic"	"Good"	"Black"	"6'9x12=81'"	0.0000
12312	"14324"	1	"Bimini"	"Acrylic"		"Navy"	"9'8x10=96.7'"	0.0000
12312	"14324"	1	"Connector"	"Acrylic"		"Navy"	"3'2x10'4++ =37.41'"	0.0000
12312	"14324"	1	"Mooring Cover"	"Acrylic"		"Navy"	"~15'6x7=108.5'"	0.0000
12313	"25242"	2	"Cushions"	"Acrylic"		"White, red piping"	"~5'6x2'6=27.1'/"	0.0000
12313	"25242"	1	"Cushion"	"Acrylic"		"Red/White"	"2'1x3'5=14.55'"	0.0000
12313	"25242"	2	"Cushions"	"Acrylic"		"Red/White"	"2'8x3'5=18.26'/"	0.0000
12313	"25242"	1	"Bimini"	"Acrylic"		"Navy"	"3'4x6'8=22.28'"	0.0000
12313	"25242"	1	"Mooring cover"	"Acrylic"		"Navy"	"~8x16'6=132'"	0.0000
12314	"25243"	1	"Mooring cover"	"CoatedPoly"		"Blue"	"~24'10x8'10=218.06'"	0.0000
12314	"25243"	1	"Bow cover"	"Acrylic"		"Navy"	"5'10x5'7=32.53'"	0.0000
12315	"5216"	1	"Cockpit cover"	"Acrylic"		"Taupe, black binding"	"~13x7=85.66'"	0.0000
12315	"5216"	1	"Bow cover"	"Acrylic"		"Taupe, black binding"	"~4'4x5'1=22.65'"	0.0000
12316	"25244"	1	"Bimini"	"Stamoid"		"White"	"9'10x12'6=122.88'"	0.0000
12316	"25244"	1	"Cover"	"Stamoid"		"White"	"~11'8x6'5=74.92'"	0.0000
12317	"21801"	1	"Umbrella-odd shape"	"Acrylic"		"Orange"	"~10x9=65'"	0.0000
12317	"21801"	1	"Umbrella"	"Acrylic"		"Orange"	"9'9x14=136.5'"	0.0000
12290	"25168"	1	"Window 10"	"A+V"		"Navy/Clear"	"~3'10x4'6=17.24'"	0.0000
12290	"25168"	1	"Window 11"	"A+V"		"Navy/Clear"	"~3'10x4'6=17.24'"	0.0000
12318	"17557"	3	"Valances"		"New02"	"Grey/Red/Black"	"19'7x8"""	0.0000
12319	"15075"	1	"Bimini"	"Acrylic"		"Navy"	"5'2x5'6=28.44'"	0.0000
12319	"15075"	2	"Windows"	"A+V"		"Navy/Clear"	"3'8x1'6=5.51'/"	0.0000
12319	"15075"	2	"Windows"	"A+V"		"Navy/Clear"	"2'8x1'5=3.79'/"	0.0000
12319	"15075"	1	"Aft Curtain"	"A+V"		"Navy/Clear"	"~6x5=30.15'"	0.0000
12320	"15075"	2	"Cushions-headrest"	"V+mesh"		"OffWhite/EMBROIDER/tan bottoms"	"1x1'3=2.5'/"	0.0000
12320	"15075"	2	"Cushions-lg L"	"V+mesh"		"Off White/tan bottoms"	"2x1'7=5.32'/"	0.0000
12321	"15196"	2	"Door / Panels"	"Vinyl"	"Fair"	"Clear"	"~6'4x2'5=14.84'/"	0.0000
12321	"15196"	1	"Cover"	"Acrylic"		"Sapphire Blue"	"~2'8x1'7=4.35'"	0.0000
12321	"15196"	1	"Pool hose cover-triangle"	"Acrylic"		"Sapphire Blue"	"~4x4=8'"	0.0000
12321	"15196"	1	"Grill cover"	"Acrylic"		"Sapphire Blue"	"~5'9x1'7=9.09'"	0.0000
12321	"15196"	1	"Cushion cover"	"Acrylic"		"Blue/White/Black/Mint"	"1'9x1'4=4.7'"	0.0000
12321	"15196"	3	"Cushion covers"	"Acrylic"		"Blue/White"	"1'10x2=$22 ea"	0.0000
0	"24158"	1						0.0000
12322	"24158"	1	"Winter cover for lat"	"Acrylic"	"NewW22"	"White 4634"		0.0000
12323	"24934"	1	"Windshield center 1"	"A+V"		"Navy/Clear"	"2'11x2'1"	0.0000
12323	"24934"	1	"Windshield side 2"	"A+V"		"Navy/Clear"	"2'8x3'9"	0.0000
12323	"24934"	1	"Windshield side 3"	"A+V"		"Navy/Clear"	"2'8x3'9"	0.0000
12324	"2255"	1	"Apron"	"Vinyl"	"NewW23"			0.0000
12325	"17306"	1	"Jib"	"Dacron"	"BB25"		"23#"	0.0000
12325	"17306"	1	"Main"	"Dacron"	"BB25"		"40#"	0.0000
12325	"17306"	1	"Main"	"Dacron"			"14#"	0.0000
12325	"17306"	1	"Genoa"	"Dacron"			"7#"	0.0000
12325	"17306"	4	"Bags"			"Blue"		0.0000
12326	"2255"	1000	"IFAI bags"					0.0000
12327	"17869"	1	"Jib"	"Mylar"		"Tan"	"15#"	0.0000
12328	"25322"	1	"Main"	"Dacron"		"Yellow-ish"	"6#"	0.0000
12328	"25322"	1	"Jib"	"Dacron"		"Yellow-ish"	"16#"	0.0000
12328	"25322"	1	"Bag"			"Green"		0.0000
12329	"25284"	1	"Window 1 - triangle"	"A+V"		"Parchment/Clear"	"~(1/2)3'1x2'1=3.21'"	0.0000
12329	"25284"	1	"Window 2"	"A+V"		"Parchment/Clear"	"~3'4x4'3=14.2'"	0.0000
12329	"25284"	1	"Window 3"	"A+V"		"Parchment/Clear"	"2'1x4'3=8.84'"	0.0000
12329	"25284"	1	"Window 4 - triangle"	"A+V"		"Parchment/Clear"	"~(1/2)3'1x2'1=3.21'"	0.0000
12329	"25284"	1	"Window 5"	"A+V"		"Parchment/Clear"	"~3'4x4'3=14.2'"	0.0000
12329	"25284"	1	"Window 6"	"A+V"		"Parchment/Clear"	"2'1x3'4=8.84'"	0.0000
12329	"25284"	1	"Window 7"	"A+V"		"Parchment/Clear"	"1'9x5'9=10.06'"	0.0000
12329	"25284"	1	"Window 8"	"A+V"		"Parchment/Clear"	"4'2x6'9=28.15'"	0.0000
12329	"25284"	1	"Window 9"	"A+V"		"Parchment/Clear"	"1'9x5'9=10.06'"	0.0000
12329	"25284"	1	"Cover 10"	"Acrylic"		"Parchment"	"7'8x9'11=76.09'"	0.0000
12330	"25329"	1	"Aft cover"	"Acrylic"		"Turquoise"	"~8x11=83.76'"	0.0000
12331	"24051"	1	"Bimini"	"A+V"		"Navy/Clear"	"6'4x10'10=68.66'"	0.0000
12332	"9659"	1	"Canopy Connector"	"acrylic"	"Good"	"Black"	"2'5x8'11=21.59'"	0.0000
12332	"9659"	1	"Bimini"	"acrylic"	"Good"	"Black"	"9'4x7'4=68.56'"	0.0000
12333	"6241"	1	"Cover-rounded triangle"	"Acrylic"		"BeigeTweed"	"~4'4x4'8=20.27'"	0.0000
12333	"6241"	1	"Cover"	"Acrylic"		"BeigeTweed"	"~7x11'10=82.81'"	0.0000
12334	"13231"	1	"Bimini"	"acrylic"		"Silver (or white?)"	"6'6x9'5=61.23'"	0.0000
12335	"17531"	2	"Double Exts"	"Acrylic"		"White/Green/Blue/Multi"	"5'7x3'9"	0.0000
12336	"25387"	1	"Bimini 1"	"Acrylic"		"Green"	"6'6x7=45.5'"	0.0000
12336	"25387"	1	"Curtain 2"	"Acrylic"		"Green"	"~6x5'7=33.48'"	0.0000
12336	"25387"	1	"Cover 3"	"Acrylic"		"Green"	"~10'3x7'6=76.88'"	0.0000
12336	"25387"	1	"Window 4"	"A+V"		"Green/Clear"	"~5'7x2=10'"	0.0000
12336	"25387"	1	"Window 5"	"A+V"		"Green/Clear"	"~5'7x2=10'"	0.0000
12336	"25387"	1	"Window 6 triangle"	"A+V"		"Green/Clear"	"(1/2)4'9x2'7=6.25'"	0.0000
12336	"25387"	1	"Window 7 triangle"	"A+V"		"Green/Clear"	"(1/2)4'9x2'7=6.25'"	0.0000
12337	"10658"	1	"Bimini"	"Acrylic"		"Tan"	"10'2x10'4=105.16'"	0.0000
12338	"25400"	1	"Corner awning"	"Acrylic"	"GRAPHICS"	"Terra Cotta"	"~14x5=80'"	0.0000
12339	"25401"	1	"Windshield ctr 1"	"A+V"		"Linen/Clear"	"3x2'2=6.51'"	0.0000
12339	"25401"	1	"Windshield side 2"	"A+V"		"Linen/Clear"	"~2'9x1'10=5.03'"	0.0000
12339	"25401"	1	"Windshield side 3"	"A+V"		"Linen/Clear"	"~2'9x1'10=5.03'"	0.0000
12339	"25401"	1	"Window 4 (triangle)"	"A+V"		"Linen/Clear"	"~(1/2)5'7x3'7=8.17'"	0.0000
12339	"25401"	1	"Window 5 (triangle)"	"A+V"		"Linen/Clear"	"~(1/2)5'7x3'7=8.17'"	0.0000
12339	"25401"	1	"Window 6"	"A+V"		"Linen/Clear"	"~5'6x1'9=9.63'"	0.0000
12339	"25401"	1	"Window 7"	"A+V"		"Linen/Clear"	"~5'6x1'9=9.63'"	0.0000
12339	"25401"	1	"Aft middle 8"	"A+V"		"Linen/Clear"	"3x5'5=16.26'"	0.0000
12339	"25401"	1	"Window 9"	"A+V"		"Linen/Clear"	"~3'10x4'8=18'"	0.0000
12339	"25401"	1	"Window 10"	"A+V"		"Linen/Clear"	"~3'10x4'8=18'"	0.0000
12339	"25401"	1	"Bimini 11"	"Acrylic"		"Linen"	"6'10x8'6=58.06'"	0.0000
12339	"25401"	1	"Visor 12"	"Acrylic"		"Linen"	"~8'5x2'9=23.16'"	0.0000
12340	"11200"	1	"Cover 1 - oval"	"Seamark"	"Good"	"Black"	"~8'1x4'4=27.54'"	0.0000
12340	"11200"	1	"Window 4"	"A+V"	"Fair"	"Black/Clear"	"~(1/2)5'4x3'10=10.23'"	0.0000
12340	"11200"	1	"Window 5"	"A+V"	"Fair"	"Black/Clear"	"2'7x2'10=7.3'"	0.0000
12340	"11200"	1	"Window 6"	"A+V"	"Fair"	"Black/Clear"	"~(1/2)4'6x2'8=5'"	0.0000
12341	"25424"	1	"Door"					0.0000
12341	"25424"	1	"Drop curtain"					0.0000
12342	"25432"	1	"BBQ cover"	"A+V"	"2-sided"	"BeigeTweed/Clear"	"~4'7x3=54.25'"	0.0000
12343	"25459"	1	"Cover"	"Acrylic"		"Blue"	"7'8c10'8=81.84'"	0.0000
12344	"25466"	1	"Lateral"	"Sunbrella"		"Baycrest Sky #4992"	"73"" x 72"""	0.0000
12344	"25466"	1	"Valance"	"Sunbrella"	"Linear/hem"	"Baycrest Sky #4992"	"73"" x 6"""	0.0000
12345	"25467"	1	"Awning panel"	"Acrylic"		"Black w/painted graphics"	"4'9""x10'=47.5'"	0.0000
12346	"19520"	1	"Frames with fabric"					0.0000
12347	"13689"	1	"Pavillion Cover-freestander"	"acrylic"		"White"	"11'10x15'6=183.37'"	0.0000
12347	"13689"	4	"Curtains"	"Acrylic"		"Natural"	"6'7x3'7=23.56'/59.00"	0.0000
12347	"13689"	4	"Ties"	"Acrylic"		"Natural"	"6'7x4""=2.24'/10.00"	0.0000
12347	"13689"	26	"Tassels"	"?"		"Natural"		0.0000
12348	"25495"	1	"Patio"	"Acrylic"		"Green/White"	"23'11x16'7=396.59'"	0.0000
12350	"25519"	1	"Awning"	"FIRESIST"		"Tan"	"34'6x38'8+face=1414.75'"	0.0000
12351	"24919"	1	"Pergola cover"	"Stamoid"		"White"	"17x17=289'"	0.0000
12353	"24788"	1	"Patio"	"Acrylic"		"Grey/Navy/White/Taupe"	"19'5x12=233.04'"	0.0000
12354	"24263"	1	"Patio-restaurant Zshape"	"Acrylic"		"Green/White"	"1191.27'"	0.0000
12354	"24263"	1	"Patio-pool"	"Acrylic"		"Green/White"	"23x19=437'"	0.0000
12354	"24263"	1	"Patio-pro shop"	"Acrylic"		"Green/White"	"22'5x12'6=280.25'"	0.0000
12354	"24263"	1	"Awning-welded/peaked"	"Acrylic"	"over cabinet"	"Green/White"	"10'6x5+face=60'"	0.0000
12355	"21655"	1	"Patio * griffin atps"	"Acrylic"		"Green/White"	"23'11x16'7=396.59'"	0.0000
12356	"25587"	1	"Patio"	"SATTLER"		"Green/Yellow/Tan/Multi"	"15'8x13=203.71'"	0.0000
12357	"25588"	1	"Mooring cover"	"CoatedPoly"		"Black"	"~21x7=166.68'"	0.0000
12358	"20997"	1	"Ext-L  1"	"Acrylic"		"Black/White"	"7'1x4'5=31.29'"	0.0000
12358	"20997"	1	"Ext-Rt  2"	"Acrylic"		"Black/White"	"7'1x4'5=31.29'"	0.0000
12358	"20997"	1	"Ext-M  3"	"Acrylic"		"Black/White"	"6'11x4'5=30.59'"	0.0000
12358	"20997"	1	"Ext  4"	"Acrylic"		"Black/White"	"6'9x3'7=24.17'"	0.0000
12358	"20997"	1	"Single  5"	"Acrylic"		"Black/White"	"2'10x4'2"	0.0000
12358	"20997"	1	"Single  6"	"Acrylic"		"Black/White"	"2'10x4'2"	0.0000
12358	"20997"	1	"Ext-1stR  7"	"Acrylic"		"Black/White"	"10'6x5=52.5'"	0.0000
12358	"20997"	1	"Ext   8"	"Acrylic"		"Black/White"	"10'5x4'11=51.27'"	0.0000
12358	"20997"	1	"Ext-1stL   9"	"Acrylic"		"Black/White"	"13'10x5=69.15'"	0.0000
12358	"20997"	1	"Ext-2ndRt  10"	"Acrylic"		"Black/White"	"9'4x4'6=42.03'"	0.0000
12359	"11235"	1	"Curtain"			"Screen"	"62x7'10"	0.0000
12360	"25620"	1	"Window 1"	"Stam+V"		"White/Clear"	"6'5x4'11=31.59'"	0.0000
12360	"25620"	1	"Window 2"	"Stam+V"		"White/Clear"	"6'5x4'11=31.59'"	0.0000
12360	"25620"	1	"Window 3"	"Stam+V"		"White/Clear"	"5'1x3'5=17.37'"	0.0000
12360	"25620"	1	"Window 4"	"Stam+V"		"White/Clear"	"5'1x3'5=17.37'"	0.0000
12360	"25620"	1	"Window 5"	"Stam+V"		"White/Clear"	"3'11x3'6=13.72'"	0.0000
12360	"25620"	1	"Window 6"	"Stam+V"		"White/Clear"	"3'11x3'6=13.72'"	0.0000
12360	"25620"	1	"Window 7"	"Stam+V"		"White/Clear"	"4'5x3'4=14.76'"	0.0000
12360	"25620"	1	"Window 8"	"Stam+V"		"White/Clear"	"4'5x3'4=14.76'"	0.0000
12360	"25620"	1	"Window 9"	"Stam+V"		"White/Clear"	"7'4x3'3=23.89'"	0.0000
12360	"25620"	1	"Window 10"	"Stam+V"		"White/Clear"	"7'4x2'4=17.18'"	0.0000
12360	"25620"	1	"Window 11"	"Stam+V"		"White/Clear"	"7'4x2'7=18.94'"	0.0000
12360	"25620"	1	"Window 12"	"Stam+V"		"White/Clear"	"7'4x2=14.68'"	0.0000
12361	"23043"	1	"Aft cover"	"Acrylic"		"Oyster"	"~9x11'3=95'"	0.0000
12362	"12426"	5	"Rafter pockets"	"Acrylic"		"Oyster"		0.0000
12363	"25688"	1	"Patio"	"Acrylic"		"Green/Tan"	"51x18=918'"	0.0000
12364	"4507"	1	"Double 1"	"Acrylic"		"White"		0.0000
12364	"4507"	1	"Single 2"	"Acrylic"		"White"		0.0000
12364	"4507"	1	"Single 3"	"Acrylic"		"White"		0.0000
12365	"125"	1	"Sailcover-Main"	"a+vinyl"		"White"	"11#"	0.0000
12365	"125"	1	"Dodger"	"a+v"		"White/Clear"	"~5'9x4'3=22.31'"	0.0000
12366	"8037"	1	"Bimini 1"	"Acrylic"		"Blue"	"5'9x3'10=22.02'"	0.0000
12366	"8037"	1	"Bimini 2"	"Acrylic"		"Blue"	"6'2x4'11=30.36'"	0.0000
12366	"8037"	1	"Window 3"	"A+V"		"Blue/Clear"	"~4'9x4'3=20.23'"	0.0000
12366	"8037"	1	"Window 4"	"A+V"		"Blue/Clear"	"~4'9x4'3=20.23'"	0.0000
12366	"8037"	1	"Window 5"	"A+V"		"Blue/Clear"	"~4'3x2'6=10.63'"	0.0000
12366	"8037"	1	"Window 6"	"A+V"		"Blue/Clear"	"~4'3x2'6=10.63'"	0.0000
12366	"8037"	1	"Window 7 triangle"	"A+V"		"Blue/Clear"	"(1/2)3'10x2=3.83'"	0.0000
12366	"8037"	1	"Window 8 triangle"	"A+V"		"Blue/Clear"	"(1/2)3'10x2=3.83'"	0.0000
12366	"8037"	1	"Window 9"	"A+V"		"Blue/Clear"	"~2x4'6=9'"	0.0000
12366	"8037"	1	"Window 10"	"A+V"		"Blue/Clear"	"~5x4'9=23.75'"	0.0000
12367	"21604"	1	"Boat cover"	"Acrylic"		"Navy"	"~17'7x7=120.44'"	0.0000
12368	"12011"	1	"Patio"	"Acrylic"		"Tan/Brown/White/Grey"	"11'5x16'5=187.52'"	0.0000
12369	"10833"	1	"Patio"	"acrylic"		"Blue/LtBlue/Grey/White/Multi"	"15'10x13'4=211.17'"	0.0000
12369	"10833"	1	"Bag-customers"			"Blue ACI"		0.0000
12370	"25700"	1	"Window 1 (triangleish)"	"A+V"		"Blue/Clear"	"~2'9x1'9=4.81'"	0.0000
12370	"25700"	1	"Window 2 (triangleish)"	"A+V"		"Blue/Clear"	"~2'9x1'9=4.81'"	0.0000
12370	"25700"	1	"Bimini 3"	"Acrylic"		"Blue"	"8x8'4=66.72'"	0.0000
12371	"22149"	1	"Extension"	"Acrylic"		"Blue stripe"	"6'4x3'9=23.78'"	0.0000
12371	"22149"	1	"Extension"	"Acrylic"		"Blue stripe"	"6'4x3'9=23.78'"	0.0000
12372	"25618"	2	"Cushion"			"Tan"	"32""x48""x6""=28.5'"	0.0000
12373	"25718"	1	"Double"	"Acrylic"		"Black/White"		0.0000
12374	"15983"	1	"Patio"	"Acrylic"	"Good"	"White"	"18'8x16'8=311.23'"	0.0000
12375	"20816"	1	"Awning+cap"	"Acrylic"	"GRAPHICS"	"Blue, white graphics"	"~25x17'4+cap=465.43'"	0.0000
12376	"25723"	1	"Patio 1"	"Firesist"	"holes for fan"		"13'2x24'8=324.9'"	0.0000
12376	"25723"	1	"Patio 2"	"Firesist"	"holes for fan"		"~31x16=507.48'"	0.0000
12376	"25723"	1	"Fabric strip 3"	"Firesist"			"18'4x9""=13.76'"	0.0000
12377	"15983"	1	"Patio"	"Acrylic"		"White"	"18'8x16'8=311.23'"	0.0000
12378	"16693"	1	"Patio"	"Acrylic"	"NewS23"			0.0000
12379	"25744"	1	"Patio"	"Acrylic"			"26'10""x6'2"""	0.0000
12380	"25747"	1	"Window 4"	"A+V"		"Grey/Clear (smoke)"	"3x6=18'"	0.0000
12380	"25747"	1	"Window 5"	"A+V"		"Grey/Clear (smoke)"	"~3'3x5'9=19.07'"	0.0000
12380	"25747"	1	"Window 6"	"A+V"		"Grey/Clear (smoke)"	"~3'3x5'9=19.07'"	0.0000
12380	"25747"	1	"Window 7"	"A+V"		"Grey/Clear (smoke)"	"3x6=18'"	0.0000
12380	"25747"	1	"Window 8"	"A+V"		"Grey/Clear (smoke)"	"3x6=18'"	0.0000
12381	"23717"	1	"Window 1"	"A+V"		"Silver/Clear"	"~3'5x3'1=11.35'"	0.0000
12381	"23717"	1	"Window 2"	"A+V"		"Silver/Clear"	"~3'5x3'1=10.53'"	0.0000
12381	"23717"	1	"Window 3"	"A+V"		"Silver/Clear"	"3'4x3'5=11.42'"	0.0000
12381	"23717"	1	"Window 4"	"A+V"		"Silver/Clear"	"3x6'2=18.51'"	0.0000
12381	"23717"	1	"Window 5"	"A+V"		"Silver/Clear"	"~3'3x5'9=19'"	0.0000
12381	"23717"	1	"Window 6"	"A+V"		"Silver/Clear"	"~3'3x5'9=16.5'"	0.0000
12381	"23717"	1	"Window 7"	"A+V"		"Silver/Clear"	"3'1x6=18.48'"	0.0000
12381	"23717"	1	"Window 8"	"A+V"		"Silver/Clear"	"3'1x6=18.48'"	0.0000
12381	"23717"	1	"Window 9"	"A+V"		"Silver/Clear"	"~3'2x3=9.51'"	0.0000
12381	"23717"	1	"Window 10"	"A+V"		"Silver/Clear"	"~3'2x3=9.51'"	0.0000
12381	"23717"	1	"Bimini 11"	"Acrylic"		"Silver"	"9x9'1=81.72'"	0.0000
12382	"25097"	1	"Umbrella 1"	"Acrylic"		"White, V cap"	"9'6x9'6=90.25'"	0.0000
12382	"25097"	1	"Umbrella 2"	"Acrylic"		"White, V cap"	"9'6x9'6=90.25'"	0.0000
12382	"25097"	1	"Umbrella 3"	"Acrylic"		"White, V cap"	"9'6x9'6=90.25'"	0.0000
12382	"25097"	1	"Umbrella 5"	"Acrylic"		"White, V cap"	"9'8x9'8=93.51'"	0.0000
12382	"25097"	1	"Umbrella 6"	"Acrylic"		"White, V cap"	"9'7x9'7=91.78'"	0.0000
12382	"25097"	1	"Umbrella 7"	"Acrylic"		"White, V cap"	"9'7x9'7=91.78'"	0.0000
12383	"25618"	1	"Cushion"					0.0000
12384	"25756"	1	"Lateral"	"Acrylic"	"Fair"	"Tan/Green Fancy"	"15'6x7=108.5'"	0.0000
12384	"25756"	1	"Valance"	"Acrylic"	"Fair"	"Tan/Green Fancy"	"15'6x8"""	0.0000
12393	"23148"	1	"Curtain (dup of opposing side)"	"Acrylic"	"NewS23"	"Green"		0.0000
12394	"22702"	1	"Mooring cover"	"Acrylic"		"Red/black trim"	"~26x9=232'"	0.0000
12395	"25777"	1	"Boat cover"	"Acrylic"	"Fair"	"Beige Tweed"	"7x10'5=72.94'"	0.0000
12395	"25777"	1	"Boat cover"	"Acrylic"	"Fair"	"Beige Tweed"	"5'11x5=29.6'"	0.0000
12396	"25778"	1	"Patio"	"Acrylic"	"Faded"	"Sky Blue"	"14x6=84'"	0.0000
12396	"25778"	1	"Patio"	"Acrylic"	"Faded"	"Sky Blue"	"20'4x4=81.36'"	0.0000
12397	"25779"	1	"Valance"	"Acrylic"		"Sky Blue"	"16x9"""	0.0000
12398	"25781"	1	"Eastern Sunflexx"	"Acrylic"	"NewS23"		"13x6"	0.0000
12399	"19522"	1	"Tent"	"poly"		"White"		0.0000
12400	"23912"	1	"Patio"	"Canvas"		"Green"	"18'8x9'5=175.87'"	0.0000
12401	"11235"	1	"Curtain"			"Screen"	"62x7'10"	0.0000
12402	"25749"	1	"Cushion"	"Vinyl"		"Blue"		0.0000
12403	"25791"	1	"Valance"	"Acrylic"		"Grey/DkGreen"	"17'7x6"""	0.0000
12404	"2700"	1	"Marine cover-aft section"					0.0000
12405	"25794"	1	"Lateral"	"Sunb 4959"		"Fern/HeatherBeige Block stripe"	"28x11'6"	0.0000
12406	"23039"	1	"Patio"	"Acrylic"		"Purple/Green/White"	"15x14'10=222.45'"	0.0000
12407	"23036"	1	"Patio"	"Acrylic"		"Red/Gold stripe"	"11'8(w)x17'6=204.23'"	0.0000
12408	"16440"	1	"Fountain cover (freestander)"	"Acrylic"		"Forest Green"		0.0000
12409	"25803"	1	"Roman shade 1"				"15x10"	0.0000
12409	"25803"	1	"Roman shade 2"				"17x10"	0.0000
12409	"25803"	1	"Roman shade 3"				"15x10"	0.0000
12410	"25595"	1	"Grill cover"			"Grey"		0.0000
12411	"23932"	1	"Extension"	"Acrylic"		"Terra Cotta"		0.0000
12412	"25804"	1	"Greenhouse cover"	"V mesh"	"New S09"	"Brown"	"29x12=377=348'"	0.0000
12413	"25805"	1	"Bimini"	"Acrylic"		"Navy"	"6x6'9=40.5'"	0.0000
12414	"16887"	1	"Patio"	"Acrylic"	"New '09"	"Green"		0.0000
12415	"25807"	1	"Valance"	"Acrylic"	"Fair"	"Gold"	"9x7"""	0.0000
12416	"25809"	1	"Canopy for camper"	"Acrylic"		"Blue/Grey fancy"		0.0000
12417	"25811"	1	"Pool Cover (loop lock)"					0.0000
12418	"17468"	1	"Valance"	"Acrylic"		"Grey/White"	"13'6x9"""	0.0000
12457	"23070"	1	"Patio"	"Acrylic"	"New17"	"Tan/White"	"19x18'9=356.25'"	0.0000
12458	"7676"	1	"Awning B2"	"Acrylic"		"Pacific Blue/Grey Stripe"		0.0000
12458	"7676"	1	"Awning B3"	"Acrylic"		"Pacific Blue/Grey Stripe"		0.0000
12458	"7676"	1	"Awning B4"	"Acrylic"		"Pacific Blue/Grey Stripe"		0.0000
12458	"7676"	1	"Awning BU1"	"Acrylic"		"Pacific Blue/Grey Stripe"		0.0000
12458	"7676"	1	"Awning BU2"	"Acrylic"		"Pacific Blue/Grey Stripe"		0.0000
12458	"7676"	1	"Awning BU3"	"Acrylic"		"Pacific Blue/Grey Stripe"		0.0000
