RepairOrderNo	CustID	Qty	Description	Material	Condition	Color	SizeWgt	Price
10139	"19196"	1	"Patio"	"A+V"		"OceanBlue/Clear"	"18'3x17'1=311.71'"	0.0000
10139	"19196"	1	"Bag-long"	"HRs"		"Red"		0.0000
10139	"19196"	1	"Tube"					0.0000
10140	"61"	1	"Patio"	"acrylic"	"Fair"	"Yellow"	"~52x17'6=904'"	0.0000
10141	"19207"	1	"Patio"	"Acrylic"		"Blue/Tan/LtBlueTweed"	"24x11'6=276'"	0.0000
10142	"19216"	1	"Patio"	"Acrylic"		"Tan/Beige/Green/White/Black"	"25'4x15'1-cutout=365.02'"	0.0000
10143	"19220"	1	"Mooring Cover"	"poly"		"Grey"	"~22x9=189.34"	0.0000
10144	"19221"	1	"Patio"	"Acrylic"		"Grey/GreenPinstripe/Red/Gold"	"17'8x8'8=153.2'"	0.0000
10145	"12035"	1	"Window"	"A+V"		"Navy/Clear"	"4'5x5=22.1'"	0.0000
10145	"12035"	1	"Windows"	"A+V"		"Navy/Clear"	"~5x3=12.74'"	0.0000
10145	"12035"	2	"Windows-U shape"	"A+V+Screen"		"Navy/Clear/Screen"	"~4x5=20'"	0.0000
10146	"19066"	1	"Tent #1 section A"	"Vinyl"		"White"	"20x10=200'"	0.0000
10146	"19066"	1	"Tent #1 section B"	"Vinyl"		"White"	"20x10=200'"	0.0000
10146	"19066"	1	"Tent #2 section A"	"Vinyl"		"White"	"30x15=450'"	0.0000
10146	"19066"	1	"Tent #2 section B"	"Vinyl"		"White"	"30x15=450'"	0.0000
10146	"19066"	1	"Tent #2 section C"	"Vinyl"		"White"	"30x15=450'"	0.0000
10147	"14628"	1	"Tent tops"	"Acrylic"		"Beige"	"~10x18=343.5'"	0.0000
10148	"19291"	1	"Patio"	"Acrylic"		"Blue/LtBlue/Grey/Navy"	"14'1x9'5=132.63'"	0.0000
10149	"1026"	1	"Patio"	"acrylic"	"NewS10"	"White"	"13x12'3=159.25'"	0.0000
10150	"19292"	1	"Cover"	"Acrylic"		"DkGreen"	"12'10x8'3=105.85'"	0.0000
10151	"19293"	1	"Cushion Covers"	"Acrylic"		"TanTweed"	"3'3x1'9=11.38'"	0.0000
10151	"19293"	1	"Cushion Cover"	"Acrylic"		"TanTweed"	"2'8x1'9=9.35'"	0.0000
10151	"19293"	1	"Cushion Covers"	"Acrylic"		"TanTweed"	"2'11x3'1=17.98'/23.37"	0.0000
10151	"19293"	1	"Cushion Cover"	"Acrylic"		"TanTweed"	"2'10x2'11=16.52'"	0.0000
10151	"19293"	1	"Cushion Covers"	"Acrylic"		"TanTweed"	"3'1x2'11=17.99'"	0.0000
10152	"10355"	1	"Patio"	"a+v skylight"		"CLEAR/Green/Taupe/White Stripe"	"14'6x13'4=193.43'"	0.0000
10153	"19219"	4	"Cushions-chaise hinged"	"Acrylic"		"Yellow/White"	"4'8x2'8+2'6x2'4=36.64'"	0.0000
10153	"19219"	1	"Cushion-chaise"	"Acrylic"		"Yellow/White"	"6x2'5=29.04'"	0.0000
10153	"19219"	2	"Cushions"	"Acrylic"		"Yellow/White"	"3'3x1'10=11.9'/20.00"	0.0000
10154	"19218"	3	"Cushions"	"A+mesh"		"White"	"2'6x1'8=8.35'"	0.0000
10154	"19218"	1	"Cushions"	"A+mesh"		"White"	"3'5x2'6=17.1'"	0.0000
10155	"19328"	1	"Bimini"	"Acrylic"	"Faded"	"Toast"	"10x9'1=90.8'"	0.0000
10156	"19329"	1	"Bimini"	"Acrylic"		"Royal Blue Tweed"	"7'5x7'4=54.46'"	0.0000
10157	"19332"	1	"Lateral"	"Acrylic"		"Linen Tweed"	"21'7x13'6=291.33'"	0.0000
10157	"19332"	1	"Valance"	"Acrylic"		"Linen Tweed"	"21'7x8"""	0.0000
10158	"19340"	1	"Windows"	"A+V"		"Taupe/Clear"	"2'11x2'5=7.07'"	0.0000
10158	"19340"	1	"Windows-triangle"	"A+V"		"Taupe/Clear"	"(1/2)4'6x3=6.63'"	0.0000
10158	"19340"	1	"Visor Cover"	"Seamark"		"Taupe"	"6'4x7""=3.68'"	0.0000
10159	"18965"	1	"Patio"	"Acrylic"		"BrickRed/Green/Yellow Fancy St"	"20'8x10'10=223.86'"	0.0000
10160	"19330"	1	"Valance"	"Acrylic"		"Beige/Tan/Brown"	"20'7x8"""	0.0000
10161	"9149"	1	"Cover-ovalish"	"Acrylic"		"Navy"	"~8x5=37.5'"	0.0000
10161	"9149"	1	"Cover"	"Acrylic"	"2-sided"	"Navy"	"~2'4x2'8=12.5'"	0.0000
10162	"14912"	1	"Bimini"	"Acrylic"		"Wheat"	"7'9x9'1=70.37'"	0.0000
10162	"14912"	2	"Windows"	"A+V"		"Wheat/Clear"	"1'10x3'6=6.41'/22.00"	0.0000
10162	"14912"	2	"Windows - sides"	"A+V"		"Wheat/Clear"	"4'7x4=18.32'/40.30"	0.0000
10163	"19362"	1	"Lateral"	"Acrylic"	"NewS17"	"Ashford Forest 4995"	"~12x10"	0.0000
10164	"13339"	1	"Single, 3rd floor"	"Sunbrella"	"NewS17"	"Parade Olive"	"30"" drop, 30"" proj, 34"" width"	0.0000
10165	"12689"	1	"Cover"	"~Sunb Supreme"		"Grey"	"~36x12(tapers)=288'"	0.0000
10166	"19363"	1	"Window-center"	"A+V"		"Black/Clear"	"2'6x2'7=6.45'"	0.0000
10166	"19363"	2	"Windows-sides"	"A+V"		"Black/Clear"	"~2'1x3'1=6.41'/22.00"	0.0000
10166	"19363"	2	"Windows-curved"	"A+V"		"Black/Clear"	"~5x2=10'/22.00"	0.0000
10166	"19363"	1	"Aft Curtain"	"A+V"		"Black/Clear"	"~9'6x7'6=78'"	0.0000
10166	"19363"	1	"Cover"	"Seamark"		"Black"	"~8'9x2'9=24'"	0.0000
10166	"19363"	1	"Cover-oval"	"Seamark"		"Black"	"~8x4=27.27'"	0.0000
10167	"19364"	1	"Bimini"	"CoatedA"		"Grey"	"9'3x9'11=91.76'"	0.0000
10167	"19364"	1	"Cover"	"CoatedA"		"Grey"	"~12'9x5=63.75'"	0.0000
10168	"11427"	1	"Patio+backflap"	"acrylic"		"Red/Brown/Green/Tan"	"18'1x14'4+flap=286.63'"	0.0000
10168	"11427"	1	"Bag"			"Tan/Black/White"		0.0000
10169	"13668"	2	"Cushion Covers-hinged"	"3-4"		"Coral/White Stripe"	"3'10x7'11=60.67'"	0.0000
10169	"13668"	2	"Cushion Covers"	"7-8"		"Brown/White pattern"	"2'2x4'7=19.88'/25.84"	0.0000
10169	"13668"	3	"Cushion Covers"	"9-10, 12"		"Brown/White pattern"	"2'5x2'3=10.9'/18.00"	0.0000
10169	"13668"	2	"Cushion Covers"	"30-31"		"Brown/White pattern"	"2'5x2'2=10.5'/18.00"	0.0000
10169	"13668"	2	"Cushion Covers"	"32-33"		"Brown/White pattern"	"2x1'11=7.68'/18.00"	0.0000
10169	"13668"	3	"Cushion Covers"	"34-36"		"Brown/White pattern"	"2x1'10=7.32'/18.00"	0.0000
10169	"13668"	2	"Cushion Covers"	"37-38"		"Brown/White pattern"	"2x2'3=9'/18.00"	0.0000
10169	"13668"	1	"Cushion Covers"	"39"		"Coral/White pattern"	"1'10x1'10=6.7'/"	0.0000
10169	"13668"	4	"Cushions"	"93-96"		"ZigZag Multi"	"1'4x1'4=3.59'"	0.0000
10170	"13942"	1	"Patio-Storefront"	"Acrylic"		"Red"	"19'10x7'9=153.68'"	0.0000
10169	"13668"	4	"Cushions"	"84-87"		"Light Yellow"	"1'4x1'4=3.59'/20.00"	0.0000
10171	"19411"	1	"Valance"	"Acrylic"		"Tan/Beige/Brown/White"	"11'7x8"""	0.0000
10172	"19413"	1	"Patio"	"Acrylic"		"Blue/LtBlueTwed/Grey"	"25'10x17=439.11'"	0.0000
10173	"19419"	1	"Windows"	"A+V"		"Oyster/Clear"	"2x4=8'/22.00"	0.0000
10173	"19419"	1	"Cover"	"Acrylic"		"Oyster"	"~8'7x8'6=72.93'"	0.0000
10174	"19412"	1	"Patio"	"Acrylic"		"Grey/Green/LtGreen/Multi"	"~16'0x13'8=243.25'"	0.0000
10175	"8888"	1	"Patio"	"Acrylic"		"Silver/Green/Red/Yellow Stripe"	"25x12'8=316.75'"	0.0000
10176	"7517"	1	"Cover"	"seamark"		"Black"	"8x2'9=22'"	0.0000
10176	"7517"	1	"Top"	"seamark"		"Black"	"9'2x3=27.51'"	0.0000
10177	"19422"	1	"Extension"	"Acrylic"		"ForestGreenTweed"	"9'9x3'5=33.35'"	0.0000
10178	"19421"	1	"Window #3"	"Stam+V"		"White/Clear"	"3'1x4=12.32'"	0.0000
10178	"19421"	1	"Window #4"	"Stam+V"		"White/Clear"	"~2'9x3'10=10.53'"	0.0000
10178	"19421"	1	"Window #5"	"Stam+V"		"White/Clear"	"~3'11x3'7=14.03'"	0.0000
10178	"19421"	1	"Window #6"	"Stam+V"		"White/Clear"	"~2'9x3'9=10.31'"	0.0000
10178	"19421"	1	"Window #7"	"Stam+V"		"White/Clear"	"4x3'1=12.32'"	0.0000
10178	"19421"	1	"Window #8"	"Stam+V"		"White/Clear"	"~4x4'3=17'"	0.0000
10178	"19421"	1	"Window #9"	"Stam+V"		"White/Clear"	"~6'6x2=13'"	0.0000
10178	"19421"	1	"Window #10"	"Stam+V"		"White/Clear"	"~6'6x2'8=17.36'"	0.0000
10178	"19421"	1	"Window #11"	"Stam+V"		"White/Clear"	"6'6x3'1=20.02'"	0.0000
10178	"19421"	1	"Window #12"	"Stam+V"		"White/Clear"	"~6'7x2'10=18.62'"	0.0000
10179	"19426"	1	"Lateral"	"Sunbrella"		"Beaufod Black/White 5704"	"18'9-1/12"" x 10'p"	0.0000
10179	"19426"	1	"Valance"	"Sunbrella"		"Beaufod Black/White 5704"	"9"""	0.0000
10180	"19427"	1	"Valance"	"Acrylic"		"Black/White"		0.0000
10181	"15385"	1	"Patio"	"Acrylic"		"Oyster"	"17'4x21'4=357.45'"	0.0000
10182	"4611"	1	"Single"	"acrylic"	"Fair"	"Brown/Tan"		0.0000
10182	"4611"	1	"Extension-hip"	"acrylic"	"Fair"	"Brown/Tan"	"11'4x5'7=63.28'"	0.0000
10183	"15957"	1	"Patio B1"	"Acrylic"		"Grey/Beige Chip Fancy #4777"	"16x15'9=252'"	0.0000
10184	"19435"	1	"Awning"			"Green/Tan Stripe"	"12x4'8=56.04'"	0.0000
10185	"19436"	1	"Door"	"Vinyl+screen"		"Tan"	"35""w x 12' tall"	0.0000
10185	"19436"	1	"Panel"	"Vinyl+screen"		"Tan"	"13' w x 12' tall"	0.0000
10186	"2332"	8	"Double Hips"	"Acrylic"		"Blue"		0.0000
10186	"2332"	5	"Single Hips"	"Acrylic"		"Blue"		0.0000
10187	"17424"	1	"Umbrella"		"New S17"			0.0000
10188	"19437"	1	"Patio"	"Acrylic"		"DkGreenTweed/Grey"	"31x16'8=516.77'"	0.0000
10189	"19438"	7	"Singles"	"Acrylic"		"Black/White, black vals"	"29.00 ea."	0.0000
10190	"13950"	1	"Lat #1"	"Acrylic"		"DkGreen"	"9'2x5'11=54.29'"	0.0000
10190	"13950"	1	"Lat #2"	"Acrylic"		"DkGreen"	"10'2x5'11=60.21'"	0.0000
10190	"13950"	1	"Lat #3"	"Acrylic"		"DkGreen"	"9'2x5'11=54.29'"	0.0000
10191	"19440"	1	"Valance"	"Acrylic"		"Green/Ivory/Tan"	"13'8x6"""	0.0000
10192	"19444"	1	"Extension"	"Acrylic"		"Black/painted graphics"	"6'6x4'2=27.11'"	0.0000
10192	"19444"	1	"Extension"	"Acrylic"		"Black/painted graphics"	"9'8x4'2=40.32'"	0.0000
10193	"19450"	1	"Bimini"	"Acrylic"		"Toast"	"10'8x13'8=145.86'"	0.0000
10194	"11284"	2	"Doubles"	"acrylic"	"Fair"	"Green Natural Fancy"	"6'6x3'4=21.44'/49.00"	0.0000
10195	"19442"	1	"Patio"	"Acrylic"		"Tan/Gold/DkRed/DkGreen"	"17'10x10'4=184.36'"	0.0000
10196	"10833"	1	"Patio"	"acrylic"		"Blue/LtBlue/Grey/White/Multi"	"15'10x13'4=211.17'"	0.0000
10197	"16700"	1	"BD3 Single"	"Canvas"		"Blue"		0.0000
10198	"14702"	1	"Window"	"A+V"		"Navy/Clear"	"4'5x4=17.68'"	0.0000
10198	"14702"	2	"Windows"	"A+V"		"Navy/Clear"	"4'9x2'4=11.12'"	0.0000
10198	"14702"	2	"Windows"	"A+V"		"Navy/Clear"	"2'10x4'9=13.44'"	0.0000
10198	"14702"	1	"Cover-odd shape"	"Acrylic"		"Navy"	"~6x6=34.75'"	0.0000
10199	"16440"	1	"Curtain"	"Acrylic"		"Forest Green"		0.0000
10200	"19459"	1	"Patio"	"acrylic"	"new S90?"	"Yellow/white val"	"19'2x11'4=217.39'"	0.0000
10201	"19460"	1	"Lateral"	"Acrylic"	"New S17"	"grey/black/white 4799"		0.0000
10202	"11364"	1	"L Patio"	"acrylic"	"New S08"	"Spruce"	"~24x12=393'"	0.0000
10203	"16801"	1	"Patio BU1"	"Acrylic"		"Grey"	"21x18'10=395.43'"	0.0000
10204	"15877"	1	"Patio"	"Acrylic"		"Grey/Navy/White"	"17'9x15'5=273.71'"	0.0000
10205	"17385"	1	"Patio"	"Acrylic"				0.0000
10206	"19462"	1	"Valance"	"Acrylic"		"Tan/DkGreenTweed/Taupe/White"	"20'7x8"""	0.0000
10207	"18468"	1	"Tent/double valance"	"Canvas"		"Natural/Purple"	"~17'6x26=394.05'"	0.0000
10208	"19464"	1	"Patio"	"Acrylic"		"Tan/Red/Gold/DkGreen"	"19x11'4=215.46'"	0.0000
10209	"2332"	1	"F2"	"A"		"Blue"		0.0000
10210	"13736"	1	"Connector"	"seamark"		"MochaTweed"	"7'6x1'8=13'"	0.0000
10211	"1080"	1	"Welded frame awning"		"New S17"	"Terra Cotta"		0.0000
10212	"7745"	6	"Winter curtain"					0.0000
10213	"17406"	1	"Patio"	"Acrylic"		"Green/Beige/White/Aqua Stripe"	"20'9x12'11=268.09'"	0.0000
10214	"16615"	1	"Winter porch panel"	"Vinyl"	"New F16"	"30 mil clear vinyl"		0.0000
10215	"1405"	1	"Double BU"		"New S17"			0.0000
10216	"13269"	6	"Curtains B-G"		"New S17"			0.0000
10217	"2940"		"Gutter extensions"					0.0000
10218	"19475"	1	"Lateral"	"Acrylic"		"Maroon/Tan"		0.0000
10219	"19478"	1	"Panels"	"CoatedPoly"		"Yellow"	"3'4x6=19.98'"	0.0000
10220	"13651"	1	"Awning"	"acrylic"	"Fair"	"Green"	"15'6x3'6=54.25'"	0.0000
10220	"13651"	1	"Awning"	"acrylic"	"Fair"	"Green"	"13'9x3'6=48.13'"	0.0000
10221	"19480"	1	"Valance"				"12'7x8"""	0.0000
10222	"15812"	1	"Double exts"	"Acrylic"	"F13-Good"	"Yellow/Grey/White"		0.0000
10223	"17334"	1	"Window"			"Burgundy/clear/screen"		0.0000
10224	"19481"	1	"Umbrella"	"Acrylic"	"Good"	"Navy/white"		0.0000
10225	"19482"	1	"R2 single"	"Sunbrella"		"Tan/White/Brown 4-bar"		0.0000
10226	"19472"	1	"Lateral"	"Acrylic"		"Beige/GreyTweed Stripe"	"18'8x12'10=239.54'"	0.0000
10226	"19472"	1	"Valance"	"Acrylic"		"Beige/GreyTweed Stripe"	"18'8x8"""	0.0000
10227	"19485"	1	"Lateral"	"Acrylic"		"Lt. Green/Yellow"		0.0000
10228	"18511"	1	"Winter Cover"	"Acrylic"		"Silica Stone"	"15'6x11'2"	0.0000
10229	"19437"	1	"Val #9"	"Acrylic"	"HeatSeal"	"Red/White/Green"	"17'3x8"""	0.0000
10300	"19554"	1	"Window"	"A+V+Screen"		"MarineBlue/Clear/Screen"	"~3'5x4'6=15.39'"	0.0000
10300	"19554"	1	"Window"	"A+V+Screen"		"MarineBlue/Clear/Screen"	"3'7x4'8=16.72'"	0.0000
10301	"16637"	1	"Patio B1"	"Acrylic"		"Red/Blue/Yellow/Green"	"15'1x13'7=204.79'"	0.0000
10302	"7760"	1	"Extension"	"canvas"	"Ok/Fair"	"Burgundy/White Stripe"	"9'6x3'6=33.25'"	0.0000
10303	"18495"	1	"Patio"	"Acrylic"	"Good"	"Dark Green"	"43'5x11=477.62'"	0.0000
10304	"17457"	1	"Cover"	"Acrylic"		"Toast/black binding"	"8'6x4'9=40.38'"	0.0000
10305	"15789"	1	"Patio"	"Acrylic"	"Fair"	"Grey/White 4-Bar"	"18'6x15'11=294.52'"	0.0000
10306	"15878"	1	"L Patio"	"Acrylic"		"Tan/Maroon"	"19'3x10'6+7'1x8'10=264.65'"	0.0000
10307	"15150"	1	"Double"	"Acrylic"		"Grey/Green/Red/Multi"	"4'10x4'6"	0.0000
10307	"15150"	1	"Double RM"	"Acrylic"		"Grey/Green/Red/Multi"	"4'10x4'6"	0.0000
10307	"15150"	1	"Single"	"Acrylic"		"Grey/Green/Red/Multi"	"3'1x4'6"	0.0000
10308	"10435"	1	"Singles"	"acrylic"	"OK"	"Dark Green"		0.0000
10309	"4546"	1	"Bimini"	"acrylic"		"Linen"	"8'11x10'2=90.72'"	0.0000
10310	"9599"	1	"Jetski Cover"	"CoatedPoly?"		"Blue/Grey"	"11x5=55'"	0.0000
10311	"15878"	1	"L Patio"	"Acrylic"		"Tan/Maroon"	"19'3x10'6+7'1x8'10=264.65'"	0.0000
10312	"18536"	1	"Single Hip B2"	"Acrylic"		"Green/TerraCotta/Multi"		0.0000
10313	"7699"	1	"Patio"	"acrylic"				0.0000
10314	"13989"	1	"Patio"	"Acrylic"	"NewS17"	"Parchment"	"24'2x11'8=282.06'"	0.0000
10315	"7376"	1	"Patio"	"acrylic"	"Fair"	"Green/White 6-Bar"	"52'2x19'1=995.4'"	0.0000
10316	"16729"	1	"Patio"	"Acrylic"	"F13-Good"	"Grey"	"17x14=238'"	0.0000
10317	"16730"	1	"Patio"	"Acrylic"		"Green/White"	"24'5x10'5=254.46'"	0.0000
10318	"17494"							0.0000
10319	"11899"	1	"Awning"	"acrylic"		"Dark Green"	"14'10x4'11=72.96'"	0.0000
10320	"2940"	1	"Long Ext #1"	"right side"				0.0000
10320	"2940"	1	"Snack Bar Patio"				"760'"	0.0000
10320	"2940"	1	"Upper Deck Porch-front"	"#2"	"New S13"			0.0000
10320	"2940"	1	"Upper Deck Porch-front"	"#6"	"New S13"			0.0000
10320	"2940"	1	"Upper Deck Porch-front"	"#9"	"New S13"			0.0000
10320	"2940"	1	"Priv.Curtain #1"	"upper deck"				0.0000
10320	"2940"	1	"Upper Deck Porch-front"	"#4"	"New S13"			0.0000
10320	"2940"	1	"LU4"					0.0000
10320	"2940"	1	"Upper Deck Porch-front"	"#5"	"New S13"			0.0000
10320	"2940"	1	"Tennis patio"		"New S15"	"Green"	"60'6""x8'1""=484'"	0.0000
10321	"2940"	1	"Long ext left of R1"		"New S18"		"12'8"" W x 1' drop x 3'3"" proj."	0.0000
10353	"15872"	1	"Freestander-curved"	"Acrylic"	"F13-Good"	"Yellow"	"~16'7x11'2=185'"	0.0000
10354	"16734"	2	"Panels"	"Stam+V"		"White/Clear"	"4x4'10=19.32'"	0.0000
10355	"15860"	1	"Valance"	"Acrylic"		"Grey/Black/Multi"	"14'2x8"""	0.0000
10356	"19593"	1	"Main sailcover"	"Acrylic"	"F/Faded"	"Navy"	"4#"	0.0000
10357	"19605"	1	"Patio"	"Vinyl"		"Grey"	"21x12=252'"	0.0000
10358	"16773"	1	"Patio"	"Acrylic"		"Green Fancy"	"14'6x12'3-12'cutout=165.5'"	0.0000
10359	"7214"	1	"Patio"	"acrylic"		"Green/White 6-Bar"	"17'10x13=231.79'"	0.0000
10360	"4300"	1	"Patio"	"acrylic"	"Fair"	"LtBlue/Natural Splash Spun"	"24'5x16'6=402.93'"	0.0000
10361	"1547"	2	"Singles"	"acrylic"	"2-NEW,3-FAIR"	"Grey/White"		0.0000
10362	"1366"	1	"Singles"	"acrylic"		"Black"		0.0000
10362	"1366"	1	"Extension F1"	"acrylic"		"Black"	"9'6x3'6=33.25'"	0.0000
10363	"8823"	1	"Patio"	"Sunbrella"	"Fair"	"Brown Tweed"	"20'6x21'6=440.75'"	0.0000
10364	"19606"	1	"Lat+Val"	"Acrylic"		"Tan/Black/White"	"22'6x12'4+7""val=290.48'"	0.0000
10365	"18003"	1	"Patio"	"Acrylic"		"Green/White/Gold/DkRed Stripe"	"15x13'9=206.25'"	0.0000
10366	"19627"	1	"Patio"	"Acrylic"		"Blue/Purple/AquaGreen"	"14'4x15'9=225.86'"	0.0000
10367	"4822"	1	"Ext B2"	"acrylic"	"New S01"	"Green/White"	"5'6x3'6"	0.0000
10368	"16551"	1	"L shape hip patio"	"Acrylic"		"Tan/Blue"	"14x24'10+3'7x11'8=389.4'"	0.0000
10369	"19635"	1	"Patio"	"Acrylic"		"Green"	"~25'3x22=553'"	0.0000
10370	"17488"	1	"Boat cover-Queen Bee"	"Aqualon?Poly?"		"White"	"~20x8=160'"	0.0000
10371	"9111"	1	"Patio"	"acrylic"		"Pacific Blue/Blue Braid"	"120'"	0.0000
10372	"8283"	1	"Tent"	"vinyl"		"Green/White"	"36x40=1440'"	0.0000
10373	"19637"	1	"Patio"	"Acrylic"		"Green"	"328.47'"	0.0000
10374	"8283"	1	"Tent"	"vinyl"		"Green/White"	"36x40=1440'"	0.0000
10375	"15957"	1	"Patio B2"	"Acrylic"		"Grey/Beige Chip Fancy #4777"	"16'2x14'10=239.8'"	0.0000
10376	"18560"	1	"Patio"	"Acrylic"		"Tan/Red/Multi"	"37'2x22=817.74'"	0.0000
10378	"18261"	1	"Lateral"	"Acrylic"		"Beige/Tan/White/Black"	"19'7x12'10=251.21'"	0.0000
10378	"18261"	1	"Valance"	"Acrylic"		"Beige/Tan/White/Black"	"19'7x8"""	0.0000
10379	"11520"	1	"Patio"	"acrylic"	"S12-New"	"Sand"	"730.47'"	0.0000
10380	"11338"	1	"Awning"		"Poor"		"10'2x15'3=155.09'"	0.0000
10381	"15909"	1	"Patio"	"Acrylic"	"F13-Good"	"Beige"	"47x15'6=728.5'"	0.0000
10382	"12004"	1	"Patio"	"acrylic"		"Green/White"	"~16'6x14'6=242.75'"	0.0000
10383	"18632"	1	"Cover"	"Acrylic"		"Linen Tweed"	"9'5x9'7=90.24'"	0.0000
10383	"18632"	1	"Window"	"A+V"		"Linen Tweed/Clear"	"4'2x5'10=24.31'"	0.0000
10383	"18632"	2	"Windows"	"A+V"		"Linen Tweed/Clear"	"~5'5x3=16.26'/36.59"	0.0000
10383	"18632"	2	"Windows-1/2round"	"A+V"		"Linen Tweed/Clear"	"~(1/2)5x4=15.7535.44"	0.0000
10384	"19638"	1	"Patio"	"Acrylic"		"Beige/White"	"16'8x11'4=189.04'"	0.0000
10385	"15319"	1	"Patio+backflap"	"Acrylic"		"LtBlue/MedBlue/Tan/Multi"	"22'7x18'5+flap=436.29''"	0.0000
10385	"15319"		"Curtain"	"a+screen"		"Sky Blue/Screen"		0.0000
10387	"16006"	1	"Patio"	"Acrylic"		"Red/White/Tweed Fancy"	"19'9x18'9=370.31'"	0.0000
10388	"16844"	1	"Patio"	"Acrylic"	"Fair"	"Grey/Tan Fancy"	"31x16'5=509.02'"	0.0000
10389	"16778"	1	"Patio"	"Acrylic"	"S14-Good"	"Blue/White Fancy"	"15'11x13'3=210.94'"	0.0000
10230	"2255"		"Tarps"					0.0000
10231	"2255"		"IFAI bags"					0.0000
10232	"19471"	1	"Lateral+Val"	"Acrylic"	"Fair"	"TerraCotta/Tan Wide stripe"	"13'5x8'7=115.14'"	0.0000
10233	"10216"	1	"Awning"	"acrylic"		"Green/White"	"12'8x12'2=154.19'"	0.0000
10234	"19435"	2	"Awnings"	"Acrylic"		"LtGreen/Brown/Gold/White"	"9'6x4'8=44.37'/77.65"	0.0000
10235	"2700"	1	"Cover"	"Poly?"		"Grey"	"~25'8x16=462.66'"	0.0000
10235	"2700"	1	"Cover"	"Poly?"	"wont lay flat"	"Grey"	"~23x9'9=285'"	0.0000
10235	"2700"	2	"Bags"			"Orange"		0.0000
10236	"2255"	35	"IFAI Pillows"					0.0000
10237	"2255"	2	"Camera brackets"					0.0000
10238	"6526"	1	"Cover"	"Acrylic"		"Navy"	"16x9=144'"	0.0000
10239	"8135"	1	"Boat Cover"	"acrylic"		"Navy"	"15x7'8=115.05'"	0.0000
10240	"19497"	1	"Single"	"Acrylic"	"faded"	"Brick Red"	"3'6x4'1"	0.0000
10240	"19497"	1	"Single"	"Acrylic"	"faded"	"Brick Red"	"2'7x3'11"	0.0000
10241	"1266"	1	"Extension"	"acrylic"	"New07"	"black/grey"	"7'4x5=36.7'"	0.0000
10242	"19500"	1	"Dodger"	"A+V"	"Fair"	"Brown tweed"		0.0000
10243	"19502"	1	"Valance"	"Acrylic"	"Fair"	"Tan/beige/green"	"20'7 x 8"""	0.0000
10244	"19503"	1	"Patio"	"Acrylic"	"New S17"	"Green/navy/red 4901"		0.0000
10245	"15960"	1	"Tent Top (velcro)"	"V+V+Screen"		"White/Clear/Screen"	"14'4x12'5=178.1'"	0.0000
10245	"15960"	1	"Tent Top (snap)"	"V+V"		"White/Clear"	"14'11x12'8=189.04'"	0.0000
10245	"15960"	1	"Panel"	"V+Mesh"		"White/Grey mesh"	"9'6x2'10=12.33'"	0.0000
10246	"19507"	1	"Lateral"	"Sunb 4630"		"Cadet Grey"	"11' 5-3/4""x8'"	0.0000
10246	"19507"	1	"Valance"	"Sunb 4630"		"Cadet Grey"	"11' 5-3/4""x7"""	0.0000
10247	"19508"	1	"Lateral"	"Dickson"	"NewS17"	"Color Block Blue D331"	"14'6""w x 10'proj, 7"" valance"	0.0000
10248	"19509"	1	"Lat-lower"				"25x14=350'"	0.0000
10248	"19509"	1	"Valance-upper"				"19x?"	0.0000
10248	"19509"	1	"Valance-lower"				"25x?"	0.0000
10249	"19516"	1	"Val #1"	"Acrylic"		"DkRed Tweed"	"13'7x9"""	0.0000
10249	"19516"	1	"Val #3"	"Acrylic"		"DkRed Tweed"	"13'1x9"""	0.0000
10250	"1283"	1	"Bookbag"			"Red"		0.0000
10251	"15688"	1	"Valance"	"Acrylic"		"GreenTweed"	"13'7x8""=9.1'"	0.0000
10252	"19517"	5	"Cushion backs"	"Sunbrella"	"NewS17"	"Captain Navy 6046"	"21""wide x 19""deep x 4"" thick"	0.0000
10252	"19517"	5	"Cushion bottoms"	"Sunbrella"	"NewS17"	"Captain Navy 6046"	"21""wide x 21""deep x 4"" thick"	0.0000
10253	"19518"	1	"Single"	"Sunb4631"		"Burgundy"	"74-3/4""Wx36""Px35""drop, 7.5""val"	0.0000
10254	"19519"	1	"Lateral"	"Acrylic"		"Tan/White/Grey/Multi"	"9'1x10'8=96.88'"	0.0000
10254	"19519"	1	"Valance"	"Acrylic"		"Tan/White/Grey/Multi"	"9'1x10"""	0.0000
10255	"15693"	1	"Bag"			"Linen"		0.0000
10256	"19520"	0	"Yardage"	"Weathertyte"	"NewS17"	"Dark Red"	"2 yards @30.39"	0.0000
10257	"19521"	1	"Valance"	"Acrylic"		"DkGreen"	"19x8"""	0.0000
10258	"18494"	1	"Patio"	"Canvas"		"Grey"	"33'10x11'6"	0.0000
10259	"19522"	1	"Tent"					0.0000
10260	"19523"	1	"Panels"	"A+V"		"Tan/Clear"	"5'9x7'6=43.13'/64.70"	0.0000
10260	"19523"	1	"Panels"	"A+V"		"Tan/Clear"	"7'7x7'5=56.24'/84.36"	0.0000
10261	"16515"	8	"Gazebo curtains"					0.0000
10261	"16515"	8	"Curtain straps"					0.0000
10262	"2774"	1	"Lateral+Valance"	"Acrylic"		"Blue/Beige fancy"		0.0000
10263	"19529"	1	"Hammock"	"Vinyl mesh"		"Black/grey"		0.0000
